URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (code),TypeOfEstablishment (name),EstablishmentTypeGroup (code),EstablishmentTypeGroup (name),EstablishmentStatus (code),EstablishmentStatus (name),ReasonEstablishmentOpened (code),ReasonEstablishmentOpened (name),OpenDate,ReasonEstablishmentClosed (code),ReasonEstablishmentClosed (name),CloseDate,PhaseOfEducation (code),PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,Boarders (code),Boarders (name),NurseryProvision (name),OfficialSixthForm (code),OfficialSixthForm (name),Gender (code),Gender (name),ReligiousCharacter (code),ReligiousCharacter (name),ReligiousEthos (name),Diocese (code),Diocese (name),AdmissionsPolicy (code),AdmissionsPolicy (name),SchoolCapacity,SpecialClasses (code),SpecialClasses (name),CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlag (code),TrustSchoolFlag (name),Trusts (code),Trusts (name),SchoolSponsorFlag (name),SchoolSponsors (name),FederationFlag (name),Federations (code),Federations (name),UKPRN,FEHEIdentifier,FurtherEducationType (name),OfstedLastInsp,OfstedSpecialMeasures (code),OfstedSpecialMeasures (name),LastChangedDate,Street,Locality,Address3,Town,County (name),Postcode,SchoolWebsite,TelephoneNum,HeadTitle (name),HeadFirstName,HeadLastName,HeadPreferredJobTitle,InspectorateName (name),InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMoth (name),TeenMothPlaces,CCF (name),SENPRU (name),EBD (name),PlacesPRU,FTProv (name),EdByOther (name),Section41Approved (name),SEN1 (name),SEN2 (name),SEN3 (name),SEN4 (name),SEN5 (name),SEN6 (name),SEN7 (name),SEN8 (name),SEN9 (name),SEN10 (name),SEN11 (name),SEN12 (name),SEN13 (name),TypeOfResourcedProvision (name),ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GOR (code),GOR (name),DistrictAdministrative (code),DistrictAdministrative (name),AdministrativeWard (code),AdministrativeWard (name),ParliamentaryConstituency (code),ParliamentaryConstituency (name),UrbanRural (code),UrbanRural (name),GSSLACode (name),Easting,Northing,CensusAreaStatisticWard (name),MSOA (name),LSOA (name),Inspectorate (name),SENStat,SENNoStat,BoardingEstablishment (name),PropsName,PreviousLA (code),PreviousLA (name),PreviousEstablishmentNumber,Ofsted_Rating,RSCRegion (name),Country (name),UPRN,SiteName,MSOA (code),LSOA (code)
137331,205,Hammersmith and Fulham,2000.0,Ark Conway Primary Academy,35,Free schools,11,Free Schools,1,Open,6,New Provision,01-09-2011,99,,,2,Primary,3.0,11.0,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,None,0000,Not applicable,0,Not applicable,210.0,0,Not applicable,19-01-2017,180.0,90.0,90.0,19.4,3,Supported by a multi-academy trust,2157.0,ARK SCHOOLS,Linked to a sponsor,ARK Schools,Not applicable,,,10035324.0,,Not applicable,04-07-2013,0,Not applicable,25-05-2018,60 Hemlock Road,Hammersmith,,London,,W12 0QT,www.arkconway.org,2032491180.0,Mrs,lois,Osborne,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000013,Hammersmith and Fulham,E05000265,Wormholt and White City,E14000726,Hammersmith,A1,Urban major conurbation,E09000013,522054.0,180889.0,,Hammersmith and Fulham 003,Hammersmith and Fulham 003C,,,,,,999,,,2,South Central & North West London,,34003064.0,,E02000374,E01001959
137353,213,Westminster,4673.0,The St Marylebone CofE School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-09-2011,99,,,4,Secondary,11.0,18.0,1,No boarders,Not applicable,1,Has a sixth form,2,Girls,2,Church of England,Does not apply,CE23,Diocese of London,1,Comprehensive (secondary),1080.0,2,No Special Classes,19-01-2017,1076.0,80.0,995.0,12,5,Supported by a single-academy trust,4740.0,THE ST MARYLEBONE CHURCH OF ENGLAND SCHOOL,-,,Not applicable,,,10035059.0,,Not applicable,02-04-2014,0,Not applicable,17-09-2017,64 Marylebone High Street,,,London,,W1U 5BA,http://www.stmaryleboneschool.com/,2079354704.0,Ms,Kathryn,Pugh,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000033,Westminster,E05000641,Marylebone High Street,E14000639,Cities of London and Westminster,A1,Urban major conurbation,E09000033,528296.0,181984.0,,Westminster 011,Westminster 011D,,,,,,999,,,2,South Central & North West London,,100023621445.0,,E02000970,E01004717
137361,302,Barnet,4012.0,Whitefield School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-09-2011,99,,,4,Secondary,11.0,18.0,1,No boarders,Not applicable,1,Has a sixth form,3,Mixed,6,None,Does not apply,0000,Not applicable,1,Comprehensive (secondary),1052.0,2,No Special Classes,19-01-2017,780.0,440.0,340.0,42,5,Supported by a single-academy trust,5321.0,WHITEFIELD SCHOOL,-,,Not applicable,,,10035167.0,,Not applicable,28-11-2017,0,Not applicable,15-02-2018,Claremont Road,Cricklewood,,London,,NW2 1TR,http://www.whitefield.barnet.sch.uk/,2084554114.0,Ms,Elizabeth,Rymer,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,PD - Physical Disability,,,,,,,,,,,,,Resource Provision,,,,,H,London,E09000003,Barnet,E05000053,Golders Green,E14000703,Finchley and Golders Green,A1,Urban major conurbation,E09000003,523520.0,187587.0,,Barnet 039,Barnet 039B,,,,,,999,,,1,South Central & North West London,,200023488.0,,E02000062,E01000221
137368,303,Bexley,5404.0,Hurstmere School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-09-2011,99,,,4,Secondary,11.0,16.0,1,No boarders,Not applicable,2,Does not have a sixth form,1,Boys,6,None,Does not apply,0000,Not applicable,3,Modern (secondary),1065.0,2,No Special Classes,19-01-2017,1051.0,1050.0,0.0,4.2,5,Supported by a single-academy trust,3515.0,HURSTMERE SCHOOL,-,,Not applicable,,,10035087.0,,Not applicable,20-02-2018,0,Not applicable,16-04-2018,Hurst Road,,,Sidcup,Kent,DA15 9AW,http://www.hurstmere.org.uk/,2083005665.0,Mr,George,Stollery,Principal,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000004,Bexley,E05000083,Sidcup,E14000869,Old Bexley and Sidcup,A1,Urban major conurbation,E09000004,547061.0,173167.0,,Bexley 024,Bexley 024E,,,,,,999,,,1,South East & South London,,100022920015.0,,E02000088,E01000461
137379,305,Bromley,4002.0,Harris Girls Academy Bromley,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-09-2011,99,,,4,Secondary,11.0,18.0,1,No boarders,Not applicable,1,Has a sixth form,2,Girls,6,None,Does not apply,0000,Not applicable,1,Comprehensive (secondary),1320.0,2,No Special Classes,19-01-2017,785.0,15.0,770.0,16.4,3,Supported by a multi-academy trust,3320.0,HARRIS FEDERATION,Linked to a sponsor,Harris Federation,Not applicable,,,10035116.0,,Not applicable,21-11-2017,0,Not applicable,15-02-2018,Lennard Road,,,Beckenham,Kent,BR3 1QR,http://www.harrisbromley.org.uk,2087785917.0,Mr,David,Astin,Principal,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000006,Bromley,E05000123,Penge and Cator,E14000788,Lewisham West and Penge,A1,Urban major conurbation,E09000006,536308.0,170396.0,,Bromley 004,Bromley 004D,,,,,,999,,,2,South East & South London,,100022894062.0,,E02000130,E01000804
137380,303,Bexley,2081.0,Northumberland Heath Primary School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-09-2011,99,,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,682.0,2,No Special Classes,19-01-2017,648.0,310.0,340.0,29.4,3,Supported by a multi-academy trust,5396.0,THE WOODLAND ACADEMY TRUST,Linked to a sponsor,The Woodland Academy Trust,Not applicable,,,10035133.0,,Not applicable,10-05-2016,0,Not applicable,23-01-2018,Wheelock Close,Northumberland Heath,,Erith,Kent,DA8 1JE,http://www.lgfl.net/lgfl/leas/bexley/schools/northumberland-heath/,1322334638.0,Mrs,Sarah,Gordon,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000004,Bexley,E05000080,Northumberland Heath,E14000696,Erith and Thamesmead,A1,Urban major conurbation,E09000004,549876.0,177175.0,,Bexley 007,Bexley 007E,,,,,,999,,,1,South East & South London,,10011847837.0,,E02000071,E01000441
137386,302,Barnet,5402.0,Mill Hill County High School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-09-2011,99,,,4,Secondary,11.0,18.0,1,No boarders,Not applicable,1,Has a sixth form,3,Mixed,6,None,Does not apply,0000,Not applicable,1,Comprehensive (secondary),1538.0,2,No Special Classes,19-01-2017,1680.0,840.0,840.0,12.6,5,Supported by a single-academy trust,3914.0,MILL HILL COUNTY HIGH SCHOOL,-,,Not applicable,,,10034554.0,,Not applicable,20-09-2016,0,Not applicable,15-11-2017,Worcester Crescent,Mill Hill,,London,,NW7 4LL,www.mhchs.org.uk,2082388180.0,Mr,Geoffrey,Thompson,Head,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,Resource Provision,,,,,H,London,E09000003,Barnet,E05000054,Hale,E14000741,Hendon,A1,Urban major conurbation,E09000003,521380.0,193756.0,,Barnet 007,Barnet 007A,,,,,,999,,,1,South Central & North West London,,200131283.0,,E02000030,E01000228
137388,302,Barnet,4211.0,Christ's College Finchley,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-09-2011,99,,,4,Secondary,11.0,18.0,1,No boarders,Not applicable,1,Has a sixth form,1,Boys,0,Does not apply,Does not apply,0000,Not applicable,1,Comprehensive (secondary),1007.0,2,No Special Classes,19-01-2017,795.0,765.0,30.0,16.3,5,Supported by a single-academy trust,2684.0,CHRIST'S COLLEGE FINCHLEY,-,,Not applicable,,,10035144.0,,Not applicable,25-05-2016,0,Not applicable,27-03-2018,East End Road,East Finchley,,London,,N2 0SE,http://www.christscollegefinchley.org.uk/,2083493581.0,Mr,Samson,Olusanya,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000003,Barnet,E05000052,Garden Suburb,E14000703,Finchley and Golders Green,A1,Urban major conurbation,E09000003,525672.0,189571.0,,Barnet 027,Barnet 027A,,,,,,999,,,1,South Central & North West London,,200035306.0,,E02000050,E01000176
137393,206,Islington,3644.0,The New North Academy,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-09-2011,99,,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,420.0,0,Not applicable,19-01-2017,382.0,180.0,200.0,34.7,5,Supported by a single-academy trust,3983.0,THE NEW NORTH ACADEMY,-,,Not applicable,,,10034839.0,,Not applicable,21-09-2016,0,Not applicable,19-06-2018,32 Popham Road,Islington,,London,,N1 8SJ,www.newnorthacademy.com/,2077043900.0,,Nicola,Percy,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000019,Islington,E05000380,St Peter's,E14000764,Islington South and Finsbury,A1,Urban major conurbation,E09000019,532215.0,184031.0,,Islington 018,Islington 018B,,,,,,999,,,1,South Central & North West London,,10012790840.0,,E02000571,E01002797
137396,311,Havering,4001.0,Redden Court School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-09-2011,99,,,4,Secondary,11.0,16.0,1,No boarders,Not applicable,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,1,Comprehensive (secondary),791.0,2,No Special Classes,19-01-2017,752.0,380.0,370.0,9.5,3,Supported by a multi-academy trust,16518.0,SFAET LTD,-,,Not applicable,,,10035098.0,,Not applicable,20-09-2016,0,Not applicable,16-07-2018,Cotswold Road,Harold Wood,,Romford,Essex,RM3 0TS,http://www.reddencourt.havering.sch.uk/,1708342293.0,Mr,P,Ward,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,ASD - Autistic Spectrum Disorder,,,,,,,,,,,,,Resource Provision,,,,,H,London,E09000016,Havering,E05000309,Emerson Park,E14000751,Hornchurch and Upminster,A1,Urban major conurbation,E09000016,554725.0,189873.0,,Havering 010,Havering 010A,,,,,,999,,,1,East of England & North East London,,100023216288.0,,E02000473,E01002268
137413,210,Southwark,2857.0,Harris Primary Academy Peckham Park,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-09-2011,99,,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,420.0,0,Not applicable,19-01-2017,392.0,180.0,210.0,34,3,Supported by a multi-academy trust,3320.0,HARRIS FEDERATION,Linked to a sponsor,Harris Federation,Not applicable,,,10035070.0,,Not applicable,14-03-2018,0,Not applicable,18-05-2018,Marmont Road,Peckham,,London,,SE15 5TD,www.harrisprimarypeckhampark.org.uk,2076396091.0,Mrs,Pearl,Harris,Head of Academy,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000028,Southwark,E05000546,Peckham,E14000615,Camberwell and Peckham,A1,Urban major conurbation,E09000028,534433.0,177091.0,,Southwark 022,Southwark 022B,,,,,,999,,,1,South East & South London,,200003397910.0,,E02000828,E01004008
137414,311,Havering,4006.0,Emerson Park Academy,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-09-2011,99,,,4,Secondary,11.0,16.0,1,No boarders,Not applicable,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,1,Comprehensive (secondary),960.0,2,No Special Classes,19-01-2017,974.0,595.0,375.0,7.4,5,Supported by a single-academy trust,3031.0,EMERSON PARK ACADEMY,-,,Not applicable,,,10035083.0,,Not applicable,21-09-2016,0,Not applicable,17-09-2017,Wych Elm Road,,,Hornchurch,Essex,RM11 3AD,http://www.emersonparkacademy.org/,1708475285.0,Mr,Scott,McGuinness,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000016,Havering,E05000309,Emerson Park,E14000751,Hornchurch and Upminster,A1,Urban major conurbation,E09000016,555559.0,188013.0,,Havering 015,Havering 015C,,,,,,999,,,1,East of England & North East London,,100021346460.0,,E02000478,E01002273
137417,303,Bexley,2029.0,Peareswood Primary School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-09-2011,99,,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,472.0,2,No Special Classes,19-01-2017,405.0,165.0,240.0,32.4,3,Supported by a multi-academy trust,5396.0,THE WOODLAND ACADEMY TRUST,Linked to a sponsor,The Woodland Academy Trust,Not applicable,,,10035139.0,,Not applicable,19-01-2017,0,Not applicable,17-09-2017,Peareswood Road,,,Erith,Kent,DA8 3PR,www.woodlandacademytrust.co.uk,1322332379.0,Mrs,Julie,Carson,Head Teacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000004,Bexley,E05000079,North End,E14000558,Bexleyheath and Crayford,A1,Urban major conurbation,E09000004,551660.0,176927.0,,Bexley 008,Bexley 008F,,,,,,999,,,-1,South East & South London,,100022924223.0,,E02000072,E01000433
137418,317,Redbridge,4605.0,The Ursuline Academy Ilford,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-09-2011,99,,,4,Secondary,11.0,18.0,1,No boarders,Not applicable,1,Has a sixth form,2,Girls,3,Roman Catholic,Does not apply,RC04,Diocese of Brentwood,1,Comprehensive (secondary),760.0,0,Not applicable,19-01-2017,796.0,0.0,795.0,17.8,5,Supported by a single-academy trust,5170.0,THE URSULINE ACADEMY ILFORD,-,,Not applicable,,,10035147.0,,Not applicable,04-10-2016,0,Not applicable,26-06-2018,Morland Road,,,Ilford,Essex,IG1 4JU,www.uai.org.uk,2085541995.0,,Karen,Reilly,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000026,Redbridge,E05000514,Valentines,E14000760,Ilford South,A1,Urban major conurbation,E09000026,543549.0,186884.0,,Redbridge 026,Redbridge 026A,,,,,,999,,,1,East of England & North East London,,100023582962.0,,E02000776,E01003781
137423,303,Bexley,4009.0,Chislehurst and Sidcup Grammar School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-09-2011,99,,,4,Secondary,11.0,18.0,1,No boarders,Not applicable,1,Has a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,2,Selective (grammar),1344.0,2,No Special Classes,19-01-2017,1361.0,725.0,635.0,3,5,Supported by a single-academy trust,2668.0,CHISLEHURST AND SIDCUP GRAMMAR SCHOOL,-,,Not applicable,,,10035164.0,,Not applicable,19-09-2017,0,Not applicable,08-12-2017,Hurst Road,,,Sidcup,Kent,DA15 9AG,http://www.csgrammar.com/,2083026511.0,Mr,Nigel,Walker,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000004,Bexley,E05000083,Sidcup,E14000869,Old Bexley and Sidcup,A1,Urban major conurbation,E09000004,546606.0,172862.0,,Bexley 026,Bexley 026E,,,,,,999,,,1,South East & South London,,100022920014.0,,E02000090,E01000462
137430,208,Lambeth,2332.0,Oasis Academy Johanna,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-09-2011,99,,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,246.0,2,No Special Classes,19-01-2017,241.0,120.0,120.0,26.2,3,Supported by a multi-academy trust,4076.0,OASIS COMMUNITY LEARNING,Linked to a sponsor,Oasis Community Learning,Not applicable,,,10035066.0,,Not applicable,05-03-2015,0,Not applicable,02-10-2017,Johanna Street,Lower Marsh,,London,,SE1 7RH,www.oasisacademyjohanna.org/,2079285814.0,Ms,Di,Morgan,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000022,Lambeth,E05000416,Bishop's,E14001008,Vauxhall,A1,Urban major conurbation,E09000022,531185.0,179665.0,,Lambeth 036,Lambeth 036E,,,,,,999,,,1,South East & South London,,100023225523.0,,E02006801,E01032582
137442,204,Hackney,4302.0,Clapton Girls' Academy,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-09-2011,99,,,4,Secondary,11.0,19.0,1,No boarders,Not applicable,1,Has a sixth form,2,Girls,0,Does not apply,Does not apply,0000,Not applicable,1,Comprehensive (secondary),1185.0,2,No Special Classes,19-01-2017,1154.0,0.0,1155.0,29.1,5,Supported by a single-academy trust,2711.0,CLAPTON GIRLS' ACADEMY TRUST,-,,Not applicable,,,10034561.0,,Not applicable,22-05-2013,0,Not applicable,27-03-2018,Laura Place,Lower Clapton Road,,London,,E5 0RB,www.clapton.hackney.sch.uk,2089856641.0,Ms,Anna,Feltham,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000012,Hackney,E05009380,Lea Bridge,E14000720,Hackney North and Stoke Newington,A1,Urban major conurbation,E09000012,535150.0,185780.0,,Hackney 011,Hackney 011C,,,,,,999,,,2,East of England & North East London,,100023001701.0,,E02000355,E01001794
137507,319,Sutton,7005.0,Wandle Valley School,44,Academy special converter,10,Academies,1,Open,10,Academy Converter,01-09-2011,99,,,0,Not applicable,5.0,16.0,1,No boarders,Not applicable,0,Not applicable,3,Mixed,0,Does not apply,None,0000,Not applicable,0,Not applicable,80.0,1,Has Special Classes,19-01-2017,65.0,60.0,5.0,58.5,5,Supported by a single-academy trust,5211.0,WANDLE VALLEY SCHOOL,-,,Not applicable,,,10035036.0,,Not applicable,13-03-2018,0,Not applicable,18-07-2018,Welbeck Road,,,Carshalton,Surrey,SM5 1LW,,2086481365.0,Miss,Lynda,Harris,Deputy Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,"SEMH - Social, Emotional and Mental Health",,,,,,,,,,,,,,,,,,H,London,E09000029,Sutton,E05000571,Wandle Valley,E14000621,Carshalton and Wallington,A1,Urban major conurbation,E09000029,527436.0,166545.0,,Sutton 005,Sutton 005E,,,,,,999,,,1,South East & South London,,5870067413.0,,E02000844,E01004187
137531,309,Haringey,4036.0,Alexandra Park School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-10-2011,99,,,4,Secondary,11.0,18.0,1,No boarders,No Nursery Classes,1,Has a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,1,Comprehensive (secondary),1290.0,0,Not applicable,19-01-2017,1569.0,825.0,745.0,11.1,3,Supported by a multi-academy trust,16509.0,NEW RIVER TRUST,-,,Not applicable,,,10034567.0,,Not applicable,16-11-2011,0,Not applicable,17-09-2017,Bidwell Gardens,,,London,,N11 2AZ,www.alexandrapark.school,2088264880.0,Mr,Michael,McKenzie,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000014,Haringey,E05000266,Alexandra,E14000752,Hornsey and Wood Green,A1,Urban major conurbation,E09000014,529125.0,190891.0,,Haringey 009,Haringey 009A,,,,,,999,,,2,East of England & North East London,,200002797060.0,,E02000405,E01001963
137539,302,Barnet,5409.0,Hasmonean High School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-10-2011,99,,,4,Secondary,11.0,18.0,1,No boarders,Not applicable,1,Has a sixth form,3,Mixed,5,Jewish,Does not apply,0000,Not applicable,1,Comprehensive (secondary),1494.0,2,No Special Classes,19-01-2017,1142.0,605.0,540.0,2.5,5,Supported by a single-academy trust,3337.0,HASMONEAN HIGH SCHOOL,-,,Not applicable,,,10035035.0,,Not applicable,22-11-2012,0,Not applicable,17-09-2017,Holders Hill Road,Hendon,,London,,NW4 1NA,www.hasmonean.co.uk,2082031411.0,Mr,Andrew,McClusky,Executive Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000003,Barnet,E05000051,Finchley Church End,E14000703,Finchley and Golders Green,A1,Urban major conurbation,E09000003,523775.0,190136.0,,Barnet 025,Barnet 025A,,,,,,999,,,2,South Central & North West London,,200065360.0,,E02000048,E01000198
137546,307,Ealing,4602.0,Twyford Church of England High School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-10-2011,99,,,4,Secondary,11.0,18.0,1,No boarders,Not applicable,1,Has a sixth form,3,Mixed,2,Church of England,Does not apply,CE23,Diocese of London,1,Comprehensive (secondary),1372.0,2,No Special Classes,19-01-2017,1470.0,735.0,735.0,7.2,3,Supported by a multi-academy trust,5132.0,TWYFORD CHURCH OF ENGLAND ACADEMIES TRUST,Linked to a sponsor,Diocese of London,Not applicable,,,10035500.0,,Not applicable,03-05-2012,0,Not applicable,06-11-2017,Twyford Crescent,,Acton,London,,W3 9PP,www.twyford.ealing.sch.uk,2087520141.0,Dame,Alice,Hudson,Executive Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000009,Ealing,E05000188,South Acton,E14000674,Ealing Central and Acton,A1,Urban major conurbation,E09000009,519635.0,180375.0,,Ealing 027,Ealing 027E,,,,,,999,,,2,South Central & North West London,,12141198.0,,E02000264,E01001354
