URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (code),TypeOfEstablishment (name),EstablishmentTypeGroup (code),EstablishmentTypeGroup (name),EstablishmentStatus (code),EstablishmentStatus (name),ReasonEstablishmentOpened (code),ReasonEstablishmentOpened (name),OpenDate,ReasonEstablishmentClosed (code),ReasonEstablishmentClosed (name),CloseDate,PhaseOfEducation (code),PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,Boarders (code),Boarders (name),NurseryProvision (name),OfficialSixthForm (code),OfficialSixthForm (name),Gender (code),Gender (name),ReligiousCharacter (code),ReligiousCharacter (name),ReligiousEthos (name),Diocese (code),Diocese (name),AdmissionsPolicy (code),AdmissionsPolicy (name),SchoolCapacity,SpecialClasses (code),SpecialClasses (name),CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlag (code),TrustSchoolFlag (name),Trusts (code),Trusts (name),SchoolSponsorFlag (name),SchoolSponsors (name),FederationFlag (name),Federations (code),Federations (name),UKPRN,FEHEIdentifier,FurtherEducationType (name),OfstedLastInsp,OfstedSpecialMeasures (code),OfstedSpecialMeasures (name),LastChangedDate,Street,Locality,Address3,Town,County (name),Postcode,SchoolWebsite,TelephoneNum,HeadTitle (name),HeadFirstName,HeadLastName,HeadPreferredJobTitle,InspectorateName (name),InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMoth (name),TeenMothPlaces,CCF (name),SENPRU (name),EBD (name),PlacesPRU,FTProv (name),EdByOther (name),Section41Approved (name),SEN1 (name),SEN2 (name),SEN3 (name),SEN4 (name),SEN5 (name),SEN6 (name),SEN7 (name),SEN8 (name),SEN9 (name),SEN10 (name),SEN11 (name),SEN12 (name),SEN13 (name),TypeOfResourcedProvision (name),ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GOR (code),GOR (name),DistrictAdministrative (code),DistrictAdministrative (name),AdministrativeWard (code),AdministrativeWard (name),ParliamentaryConstituency (code),ParliamentaryConstituency (name),UrbanRural (code),UrbanRural (name),GSSLACode (name),Easting,Northing,CensusAreaStatisticWard (name),MSOA (name),LSOA (name),Inspectorate (name),SENStat,SENNoStat,BoardingEstablishment (name),PropsName,PreviousLA (code),PreviousLA (name),PreviousEstablishmentNumber,Ofsted_Rating,RSCRegion (name),Country (name),UPRN,SiteName,MSOA (code),LSOA (code)
101925,307,Ealing,3508.0,St Raphael's Catholic Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC01,Archdiocese of Westminster,0,Not applicable,682.0,2,No Special Classes,19-01-2017,627.0,330.0,300.0,4.9,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,31-01-2017,0,Not applicable,16-10-2017,Hartfield Avenue,,,Northolt,,UB5 6NL,www.st-raphaels.org/,2088410848.0,Ms,Evelyn,Ward,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000009,Ealing,E05000185,Northolt West End,E14000675,Ealing North,A1,Urban major conurbation,E09000009,510877.0,183102.0,,Ealing 009,Ealing 009A,,,,,,999,,,1,South Central & North West London,,12141169.0,,E02000246,E01001325
101926,307,Ealing,3509.0,St Vincent's Catholic Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC01,Archdiocese of Westminster,0,Not applicable,420.0,2,No Special Classes,19-01-2017,484.0,225.0,260.0,8.8,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,05-06-2018,0,Not applicable,10-08-2018,1 Pierrepoint Road,Acton,,London,,W3 9JR,www.st-vincents.ealing.sch.uk,2089926625.0,Mrs,Monica,McCarthy,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000009,Ealing,E05000170,Acton Central,E14000674,Ealing Central and Acton,A1,Urban major conurbation,E09000009,519880.0,180631.0,,Ealing 021,Ealing 021B,,,,,,999,,,1,South Central & North West London,,12164091.0,,E02000258,E01001197
101927,307,Ealing,3510.0,Edward Betham Church of England Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE23,Diocese of London,0,Not applicable,413.0,2,No Special Classes,19-01-2017,470.0,230.0,240.0,6.4,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,05-02-2015,0,Not applicable,16-09-2017,Oldfield Lane South,,,Greenford,,UB6 9JU,www.edwardbetham.ealing.sch.uk/,2085788928.0,Ms,Caroline,Chamberlain,Interim Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000009,Ealing,E05000178,Greenford Green,E14000675,Ealing North,A1,Urban major conurbation,E09000009,514489.0,182952.0,,Ealing 006,Ealing 006C,,,,,,999,,,1,South Central & North West London,,12141085.0,,E02000243,E01001267
101928,307,Ealing,4020.0,Villiers High School,5,Foundation school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,4,Secondary,11.0,18.0,1,No boarders,No Nursery Classes,1,Has a sixth form,3,Mixed,6,None,Does not apply,0000,Not applicable,1,Comprehensive (secondary),1500.0,1,Has Special Classes,19-01-2017,1213.0,630.0,585.0,14,2,Not supported by a trust,,,Not applicable,,Not under a federation,,,10016067.0,,Not applicable,26-04-2018,0,Not applicable,18-06-2018,Boyd Avenue,,,Southall,Middlesex,UB1 3BT,http://www.villiers.ealing.sch.uk/,2088138001.0,Ms,Aruna,Sharma,Interim Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,SpLD - Specific Learning Difficulty,VI - Visual Impairment,OTH - Other Difficulty/Disability,HI - Hearing Impairment,"SLCN - Speech, language and Communication",ASD - Autistic Spectrum Disorder,"SEMH - Social, Emotional and Mental Health",PD - Physical Disability,MLD - Moderate Learning Difficulty,,,,,Resource Provision,171.0,210.0,,,H,London,E09000009,Ealing,E05000189,Southall Broadway,E14000676,"Ealing, Southall",A1,Urban major conurbation,E09000009,512936.0,180128.0,,Ealing 023,Ealing 023E,,,,,,999,,,1,South Central & North West London,,12141199.0,,E02000260,E01001361
101934,307,Ealing,4603.0,The Cardinal Wiseman Catholic School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,4,Secondary,11.0,18.0,1,No boarders,No Nursery Classes,1,Has a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC01,Archdiocese of Westminster,1,Comprehensive (secondary),1865.0,2,No Special Classes,19-01-2017,1852.0,890.0,960.0,6,0,Not applicable,,,Not applicable,,Not under a federation,,,10006563.0,,Not applicable,06-02-2018,0,Not applicable,16-04-2018,Greenford Road,,,Greenford,Middlesex,UB6 9AW,www.wiseman.ealing.sch.uk,2085758222.0,Mr,Michael,Kiely,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000009,Ealing,E05000177,Greenford Broadway,E14000675,Ealing North,A1,Urban major conurbation,E09000009,514424.0,181988.0,,Ealing 012,Ealing 012C,,,,,,999,,,1,South Central & North West London,,12141188.0,,E02000249,E01001261
101936,307,Ealing,5201.0,Wood End Infant School,5,Foundation school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,7.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,Does not apply,0000,Not applicable,0,Not applicable,293.0,2,No Special Classes,19-01-2017,370.0,200.0,170.0,13,2,Not supported by a trust,,,Not applicable,,Not under a federation,,,10041453.0,,Not applicable,13-12-2017,0,Not applicable,15-02-2018,Whitton Avenue West,,,Northolt,Middlesex,UB5 4LB,www.woodendfirst.ealing.sch.uk,2084225182.0,Ms,Madhu,Bhachu,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000009,Ealing,E05000183,North Greenford,E14000675,Ealing North,A1,Urban major conurbation,E09000009,514535.0,185161.0,,Ealing 001,Ealing 001C,,,,,,999,,,-1,South Central & North West London,,12141185.0,,E02000238,E01001309
101939,307,Ealing,5400.0,Brentside High School,5,Foundation school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,4,Secondary,11.0,19.0,1,No boarders,No Nursery Classes,1,Has a sixth form,3,Mixed,6,None,Does not apply,0000,Not applicable,1,Comprehensive (secondary),1269.0,2,No Special Classes,19-01-2017,1409.0,790.0,615.0,19.2,2,Not supported by a trust,,,Not applicable,,Not under a federation,,,10000866.0,,Not applicable,02-03-2016,0,Not applicable,16-09-2017,Greenford Avenue,Hanwell,,London,,W7 1JJ,http://www.brentsidehigh.ealing.sch.uk/,2085759162.0,Mr,Arwel,Jones,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000009,Ealing,E05000180,Hobbayne,E14000675,Ealing North,A1,Urban major conurbation,E09000009,515266.0,182151.0,,Ealing 016,Ealing 016C,,,,,,999,,,1,South Central & North West London,,12141082.0,,E02000253,E01001283
101940,307,Ealing,5401.0,Greenford High School,5,Foundation school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,4,Secondary,11.0,19.0,1,No boarders,No Nursery Classes,1,Has a sixth form,3,Mixed,6,None,Does not apply,0000,Not applicable,1,Comprehensive (secondary),1800.0,2,No Special Classes,19-01-2017,1755.0,890.0,865.0,16.7,2,Not supported by a trust,,,Not applicable,,Not under a federation,,,10002769.0,,Not applicable,08-11-2011,0,Not applicable,16-09-2017,Lady Margaret Road,,,Southall,Middlesex,UB1 2GU,www.greenford.ealing.sch.uk,2085789152.0,Mr,Mathew,Cramer,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000009,Ealing,E05000177,Greenford Broadway,E14000675,Ealing North,A1,Urban major conurbation,E09000009,513180.0,182618.0,,Ealing 010,Ealing 010G,,,,,,999,,,2,South Central & North West London,,12141196.0,,E02000247,E01032744
101941,307,Ealing,5402.0,The Ellen Wilkinson School for Girls,5,Foundation school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,4,Secondary,11.0,18.0,1,No boarders,No Nursery Classes,1,Has a sixth form,2,Girls,6,None,Does not apply,0000,Not applicable,1,Comprehensive (secondary),1416.0,2,No Special Classes,19-01-2017,1328.0,0.0,1330.0,18.6,2,Not supported by a trust,,,Not applicable,,Not under a federation,,,10006659.0,,Not applicable,28-02-2018,0,Not applicable,18-06-2018,Queen's Drive,Acton,,London,,W3 0HW,http://www.ellenwilkinson.ealing.sch.uk,2087521525.0,Ms,Rachel,Kruger,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000009,Ealing,E05000179,Hanger Hill,E14000674,Ealing Central and Acton,A1,Urban major conurbation,E09000009,518894.0,181164.0,,Ealing 020,Ealing 020F,,,,,,999,,,1,South Central & North West London,,12164091.0,,E02000257,E01001273
101943,307,Ealing,5404.0,Northolt High School,5,Foundation school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,4,Secondary,11.0,18.0,1,No boarders,No Nursery Classes,1,Has a sixth form,3,Mixed,6,None,Does not apply,0000,Not applicable,1,Comprehensive (secondary),1408.0,2,No Special Classes,19-01-2017,771.0,405.0,370.0,20.8,2,Not supported by a trust,,,Not applicable,,Not under a federation,,,10004758.0,,Not applicable,09-07-2015,0,Not applicable,16-09-2017,Eastcote Lane,,,Northolt,Middlesex,UB5 4HP,www.northolthigh.org.uk,2088648544.0,Ms,Marion,Budd,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000009,Ealing,E05000184,Northolt Mandeville,E14000675,Ealing North,A1,Urban major conurbation,E09000009,512687.0,184974.0,,Ealing 003,Ealing 003C,,,,,,999,,,1,South Central & North West London,,12141197.0,,E02000240,E01001317
101965,307,Ealing,7005.0,Belvue School,7,Community special school,5,Special schools,1,Open,0,Not applicable,,0,Not applicable,,0,Not applicable,11.0,19.0,1,No boarders,Not applicable,1,Has a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,177.0,1,Has Special Classes,19-01-2017,166.0,115.0,50.0,36.7,0,Not applicable,,,Not applicable,,Not under a federation,,,10015027.0,,Not applicable,10-11-2016,0,Not applicable,25-07-2018,Rowdell Road,,,Northolt,,UB5 6AG,http://www.belvueschool.com,2088455766.0,Ms,Shelagh,O'Shea,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,SpLD - Specific Learning Difficulty,VI - Visual Impairment,OTH - Other Difficulty/Disability,HI - Hearing Impairment,"SLCN - Speech, language and Communication",ASD - Autistic Spectrum Disorder,"SEMH - Social, Emotional and Mental Health",MSI - Multi-Sensory Impairment,PD - Physical Disability,MLD - Moderate Learning Difficulty,SLD - Severe Learning Difficulty,,,Not applicable,,,,,H,London,E09000009,Ealing,E05000184,Northolt Mandeville,E14000675,Ealing North,A1,Urban major conurbation,E09000009,513250.0,183799.0,,Ealing 004,Ealing 004C,,,,,,999,,,1,South Central & North West London,,12138909.0,,E02000241,E01001322
101966,307,Ealing,7007.0,Castlebar School,7,Community special school,5,Special schools,1,Open,0,Not applicable,,0,Not applicable,,0,Not applicable,4.0,11.0,1,No boarders,No Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,160.0,1,Has Special Classes,19-01-2017,151.0,110.0,45.0,35.8,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,20-06-2018,0,Not applicable,10-08-2018,Hathaway Gardens,Ealing,,London,,W13 0DH,www.castlebar.ealing.sch.uk,2089983135.0,Mr,Paul,Adair,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,ASD - Autistic Spectrum Disorder,MLD - Moderate Learning Difficulty,SLD - Severe Learning Difficulty,,,,,,,,,,,,,,,,H,London,E09000009,Ealing,E05000171,Cleveland,E14000675,Ealing North,A1,Urban major conurbation,E09000009,515994.0,181814.0,,Ealing 018,Ealing 018C,,,,,,999,,,2,South Central & North West London,,12141201.0,,E02000255,E01001206
101968,307,Ealing,7010.0,Mandeville School,7,Community special school,5,Special schools,1,Open,0,Not applicable,,0,Not applicable,,0,Not applicable,2.0,11.0,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,135.0,1,Has Special Classes,19-01-2017,127.0,80.0,50.0,33.3,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,20-04-2016,0,Not applicable,16-09-2017,Horsenden Lane North,Greenford,,Middlesex,,UB6 0PA,www.mandeville.ealing.sch.uk,2088644921.0,Ms,Denise,Feasey,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,ASD - Autistic Spectrum Disorder,SLD - Severe Learning Difficulty,PMLD - Profound and Multiple Learning Difficulty,,,,,,,,,,,,,,,,H,London,E09000009,Ealing,E05000183,North Greenford,E14000675,Ealing North,A1,Urban major conurbation,E09000009,515467.0,184854.0,,Ealing 002,Ealing 002A,,,,,,999,,,2,South Central & North West London,,12167372.0,,E02000239,E01001307
101969,307,Ealing,7012.0,John Chilton School,7,Community special school,5,Special schools,1,Open,0,Not applicable,,0,Not applicable,,0,Not applicable,3.0,17.0,1,No boarders,Has Nursery Classes,1,Has a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,90.0,1,Has Special Classes,19-01-2017,94.0,50.0,45.0,28.9,0,Not applicable,,,Not applicable,,Not under a federation,,,10015983.0,,Not applicable,02-05-2014,0,Not applicable,08-06-2018,Bengarth Road,,,Northolt,,UB5 5LD,www.john-chilton.ealing.sch.uk,2088421329.0,Mrs,Susan,Rademacher,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,VI - Visual Impairment,HI - Hearing Impairment,"SEMH - Social, Emotional and Mental Health",PD - Physical Disability,MLD - Moderate Learning Difficulty,SLD - Severe Learning Difficulty,,,,,,,,Resource Provision,100.0,95.0,,,H,London,E09000009,Ealing,E05000185,Northolt West End,E14000675,Ealing North,A1,Urban major conurbation,E09000009,512120.0,184053.0,,Ealing 008,Ealing 008C,,,,,,999,,,1,South Central & North West London,,12140974.0,,E02000245,E01001326
101970,307,Ealing,7013.0,Springhallow School,7,Community special school,5,Special schools,1,Open,0,Not applicable,,0,Not applicable,,0,Not applicable,5.0,16.0,1,No boarders,Not applicable,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,120.0,1,Has Special Classes,19-01-2017,97.0,80.0,20.0,23.7,0,Not applicable,,,Not applicable,,Not under a federation,,,10017628.0,,Not applicable,09-01-2018,0,Not applicable,15-02-2018,Compton Close,Cavendish Avenue,Ealing,London,Middlesex,W13 0JG,http://www.springhallow.ealing.sch.uk,2089982700.0,Mr,Matthew,Sartin,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,ASD - Autistic Spectrum Disorder,,,,,,,,,,,,,Not applicable,,,,,H,London,E09000009,Ealing,E05000171,Cleveland,E14000675,Ealing North,A1,Urban major conurbation,E09000009,516016.0,181242.0,,Ealing 018,Ealing 018B,,,,,,999,,,1,South Central & North West London,,12140964.0,,E02000255,E01001205
101971,307,Ealing,7014.0,St Ann's School,7,Community special school,5,Special schools,1,Open,0,Not applicable,,0,Not applicable,,0,Not applicable,11.0,19.0,1,No boarders,Not applicable,1,Has a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,80.0,1,Has Special Classes,19-01-2017,91.0,65.0,25.0,39,0,Not applicable,,,Not applicable,,Not under a federation,,,10017754.0,,Not applicable,21-11-2017,0,Not applicable,18-01-2018,Springfield Road,Hanwell,,London,,W7 3JP,www.stannsschool.co.uk,2085676291.0,Ms,Gillian,Carver,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,ASD - Autistic Spectrum Disorder,SLD - Severe Learning Difficulty,PMLD - Profound and Multiple Learning Difficulty,,,,,,,,,,,,,,,,H,London,E09000009,Ealing,E05000176,Elthorne,E14000676,"Ealing, Southall",A1,Urban major conurbation,E09000009,515381.0,180388.0,,Ealing 030,Ealing 030A,,,,,,999,,,2,South Central & North West London,,12141204.0,,E02000267,E01001251
101981,308,Enfield,2009.0,Capel Manor Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,4.0,11.0,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,420.0,2,No Special Classes,19-01-2017,408.0,200.0,210.0,24.3,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,25-05-2016,0,Not applicable,16-09-2017,Bullsmoor Lane,,,Enfield,,EN1 4RL,http://www.capelmanor.enfield.sch.uk,1992764087.0,Mrs,Tracy,Kilkenny,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000010,Enfield,E05000195,Chase,E14000691,Enfield North,A1,Urban major conurbation,E09000010,534602.0,199562.0,,Enfield 004,Enfield 004C,,,,,,999,,,1,South Central & North West London,,207162700.0,,E02000280,E01001412
101983,308,Enfield,2011.0,Carterhatch Infant School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,7.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,310.0,2,No Special Classes,19-01-2017,337.0,165.0,175.0,23,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,14-06-2018,0,Not applicable,10-08-2018,Carterhatch Lane,,,Enfield,Middlesex,EN1 4JY,www.carterhatchinfants.com,2088046886.0,,Sarah Clements,Adrienne Barrell,Joint Headteachers,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000010,Enfield,E05000207,Southbury,E14000691,Enfield North,A1,Urban major conurbation,E09000010,534567.0,197594.0,,Enfield 005,Enfield 005D,,,,,,999,,,1,South Central & North West London,,207172599.0,,E02000281,E01001516
101984,308,Enfield,2012.0,Chase Side Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,480.0,2,No Special Classes,19-01-2017,475.0,250.0,225.0,13.1,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,14-03-2018,0,Not applicable,18-05-2018,Trinity Street,,,Enfield,,EN2 6NS,,2083631120.0,Miss,Melanie,Scull,Acting Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000010,Enfield,E05000210,Town,E14000691,Enfield North,A1,Urban major conurbation,E09000010,532249.0,197316.0,,Enfield 008,Enfield 008C,,,,,,999,,,-1,South Central & North West London,,207141175.0,,E02000284,E01001540
101988,308,Enfield,2025.0,Eldon Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,2.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,1260.0,2,No Special Classes,19-01-2017,1191.0,615.0,575.0,18.6,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,17-05-2018,0,Not applicable,30-07-2018,Eldon Road,Edmonton,,London,,N9 8LG,www.eldonprimary.co.uk,2088074763.0,Ms,Jane,Flynn,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000010,Enfield,E05000204,Lower Edmonton,E14000687,Edmonton,A1,Urban major conurbation,E09000010,535061.0,194221.0,,Enfield 023,Enfield 023D,,,,,,999,,,-1,South Central & North West London,,207041784.0,,E02000299,E01001489
101989,308,Enfield,2028.0,Firs Farm Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,4.0,11.0,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,630.0,2,No Special Classes,19-01-2017,625.0,320.0,305.0,9.8,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,05-06-2009,0,Not applicable,11-01-2018,Rayleigh Road,Palmers Green,,London,Middlesex,N13 5QP,http://www.firsfarm.enfield.sch.uk,2088074292.0,Ms,Samantha,Williams,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000010,Enfield,E05000194,Bush Hill Park,E14000687,Edmonton,A1,Urban major conurbation,E09000010,532811.0,193418.0,,Enfield 026,Enfield 026A,,,,,,999,,,2,South Central & North West London,,207180139.0,,E02000302,E01001404
101990,308,Enfield,2029.0,Fleecefield Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,480.0,2,No Special Classes,19-01-2017,469.0,245.0,225.0,28.2,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,25-01-2018,0,Not applicable,16-03-2018,Brettenham Road,,,London,,N18 2ES,www.fleecefield.enfield.sch.uk/,2088077899.0,Mrs,Antoinette,Goldwater,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000010,Enfield,E05000197,Edmonton Green,E14000687,Edmonton,A1,Urban major conurbation,E09000010,534303.0,192871.0,,Enfield 030,Enfield 030E,,,,,,999,,,-1,South Central & North West London,,207078947.0,,E02000306,E01001430
101991,308,Enfield,2030.0,Galliard Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,2.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,810.0,1,Has Special Classes,19-01-2017,806.0,420.0,385.0,16.8,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,04-12-2014,0,Not applicable,11-06-2018,Galliard Road,,,London,,N9 7PE,http://www.galliardprimaryschool.co.uk/,2088041818.0,Mrs,Christine,Dodd,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000010,Enfield,E05000203,Jubilee,E14000687,Edmonton,A1,Urban major conurbation,E09000010,534411.0,195023.0,,Enfield 016,Enfield 016B,,,,,,999,,,1,South Central & North West London,,207189635.0,,E02000292,E01001478
101992,308,Enfield,2032.0,Garfield Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,460.0,2,No Special Classes,19-01-2017,448.0,220.0,230.0,21.6,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,14-11-2014,0,Not applicable,27-03-2018,Upper Park Road,New Southgate,Enfield,London,,N11 1BH,www.garfield.enfield.sch.uk/,2083684500.0,Ms,Karen,Khwaja,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000010,Enfield,E05000209,Southgate Green,E14000692,"Enfield, Southgate",A1,Urban major conurbation,E09000010,529140.0,192210.0,,Enfield 032,Enfield 032C,,,,,,999,,,1,South Central & North West London,,207185705.0,,E02000308,E01001529
