Ward_Code,Av_GCSE_Points
E05000118,355.27619047619044
E05000119,348.7661538461538
E05000120,355.10674157303373
E05000121,296.0565217391305
E05000122,328.55800000000005
E05000123,323.3430303030303
E05000124,357.2307692307692
E05000125,327.05857142857144
E05000126,381.04272727272723
E05000127,369.83989361702135
E05000128,327.5957142857143
E05000129,342.8888888888889
E05000130,337.659829059829
E05000131,317.0329268292683
E05000132,326.1701923076923
E05000133,357.23478260869564
E05000134,323.3616438356164
E05000135,384.34615384615387
E05000136,297.2104712041885
E05000137,316.031746031746
E05000138,339.00625
E05000139,305.1567010309278
E05000140,313.99133333333333
E05000141,322.04919354838705
E05000142,319.78402366863907
E05000143,313.5797297297297
E05000144,305.1346534653465
E05000145,328.30842105263156
E05000146,318.2655629139073
E05000147,320.07016574585634
E05000148,311.7073891625616
E05000149,309.4956862745098
E05000150,335.0186046511627
E05000151,352.3064102564103
E05000152,341.1949152542373
E05000153,317.3410256410256
E05000154,275.95
E05000155,309.4560810810811
E05000156,330.12751677852356
E05000157,289.81646341463414
E05000158,326.75124999999997
E05000159,345.9036231884058
E05000160,346.8307692307692
E05000161,316.709
E05000162,339.69615384615383
E05000163,319.24237288135595
E05000164,318.87615384615384
E05000165,297.80663507109006
E05000166,318.4347826086956
E05000167,304.6142857142857
E05000168,317.6928870292887
E05000169,299.34245810055864
E05000170,335.71366906474816
E05000171,338.87651006711405
E05000172,308.4539877300613
E05000173,349.33577981651376
E05000174,338.94552238805966
E05000175,305.91632653061225
E05000176,313.4022900763359
E05000177,315.4
E05000178,324.8804195804196
E05000179,330.23333333333335
E05000180,327.97068062827225
E05000181,337.0518918918919
E05000182,379.5397590361446
E05000183,323.1869822485207
E05000184,302.83103448275864
E05000185,319.8985074626865
E05000186,309.14939759036145
E05000187,339.7912751677852
E05000188,320.6519230769231
E05000189,315.49999999999994
E05000190,305.7556074766355
E05000191,350.5364583333333
E05000192,371.26
E05000193,329.8356643356644
E05000194,353.37164179104474
E05000195,317.017610062893
E05000196,339.70522388059703
E05000197,293.6270072992701
E05000198,311.2858974358974
E05000199,303.43536585365854
E05000200,364.48947368421057
E05000201,307.47381974248924
E05000202,346.97642857142864
E05000203,310.3554404145077
E05000204,303.9780821917808
E05000205,336.5110236220473
E05000206,313.527802690583
E05000207,327.2457446808511
E05000208,360.5901408450704
E05000209,348.4811965811966
E05000210,327.94375
E05000211,306.48530805687204
E05000212,290.8079295154185
E05000213,350.9736
E05000214,301.1487804878049
E05000215,327.4127659574468
E05000216,316.15277777777777
E05000217,319.46442953020136
E05000218,339.04418604651164
E05000219,352.4731092436975
E05000220,310.88896103896104
E05000221,317.489847715736
E05000222,310.8977064220184
E05000223,313.14836601307195
E05000224,329.25999999999993
E05000225,302.83711340206185
E05000226,305.55678391959793
E05000227,320.0586956521739
E05000228,311.4607929515418
E05000229,313.03749999999997
E05000230,309.0051724137931
E05000231,295.03409090909093
E05000232,320.363829787234
E05000233,326.32272727272726
E05000234,345.56944444444446
E05000235,332.29708029197076
E05000236,314.8584158415842
E05000237,327.9693069306931
E05000238,318.03134328358215
E05000239,295.3051401869159
E05000240,322.5357798165137
E05000241,320.54726027397254
E05000242,338.5455284552846
E05000243,335.90119047619044
E05000244,320.4537634408602
E05000245,294.43220338983053
E05000246,331.8378947368421
E05000247,327.71789473684214
E05000248,320.59491525423726
E05000249,310.62213740458014
E05000250,330.52363636363634
E05000251,312.81840490797543
E05000252,343.1041666666667
E05000253,317.3738317757009
E05000254,294.339
E05000255,343.06716417910445
E05000256,325.368085106383
E05000257,279.8714285714286
E05000258,300.03873873873874
E05000259,309.3261904761905
E05000260,321.2629629629629
E05000261,339.52043010752686
E05000262,321.3060606060606
E05000263,331.87211538461537
E05000264,333.85769230769233
E05000265,308.50503597122304
E05000266,382.01509433962264
E05000267,335.0286821705426
E05000268,298.7234899328859
E05000269,366.27346938775514
E05000270,375.21623616236167
E05000271,302.7841463414634
E05000272,315.8032786885246
E05000273,329.3927272727273
E05000274,374.52467532467534
E05000275,302.0908396946565
E05000276,292.7917525773196
E05000277,304.70101010101007
E05000278,319.5840490797546
E05000279,334.96419753086417
E05000280,292.40142857142854
E05000281,300.87931034482756
E05000282,309.42903225806447
E05000283,314.78544600938966
E05000284,300.5747899159664
E05000285,356.1208
E05000286,340.920652173913
E05000287,334.21196581196574
E05000288,318.22253521126754
E05000289,343.2457446808511
E05000290,323.85
E05000291,351.3263157894737
E05000292,359.53411764705885
E05000293,351.0018518518518
E05000294,337.04615384615386
E05000295,342.08620689655174
E05000296,322.78
E05000297,332.28026315789475
E05000298,368.6133333333334
E05000299,331.56706586826346
E05000300,349.81221374045805
E05000301,321.0435754189944
E05000302,335.3452380952381
E05000303,313.1227272727273
E05000304,314.73540372670806
E05000305,357.01171171171165
E05000306,307.2579268292683
E05000307,336.5381294964029
E05000308,321.85187499999995
E05000309,351.75109489051096
E05000310,284.40792079207915
E05000311,340.83656716417914
E05000312,292.29615384615386
E05000313,290.78025477707007
E05000314,298.47169811320754
E05000315,340.5527472527472
E05000316,313.1313725490196
E05000317,321.50898203592817
E05000318,304.17290322580646
E05000319,314.15617283950616
E05000320,328.0074324324324
E05000321,304.62266009852215
E05000322,334.74603174603175
E05000323,352.05875
E05000324,317.07748691099476
E05000325,312.1303921568628
E05000326,294.1978723404255
E05000327,347.0140845070423
E05000328,334.02485207100597
E05000329,350.92892561983473
E05000330,306.9423529411765
E05000331,319.92672413793105
E05000332,326.54431818181814
E05000333,366.8240601503759
E05000334,350.6961904761905
E05000335,338.5870370370371
E05000336,332.4449612403101
E05000337,326.050462962963
E05000338,327.4815068493151
E05000339,308.6235294117647
E05000340,344.98080000000004
E05000341,309.1523809523809
E05000342,293.31830985915497
E05000343,340.4972727272727
E05000344,314.47027027027025
E05000345,289.70238095238096
E05000346,313.5028368794326
E05000347,330.8105263157895
E05000348,345.4958904109589
E05000349,355.5340425531915
E05000350,314.57278481012656
E05000351,318.9243902439024
E05000352,309.4455497382198
E05000353,292.76531791907513
E05000354,316.64814814814815
E05000355,333.7193548387097
E05000356,337.16906474820144
E05000357,323.21046511627907
E05000358,344.98055555555555
E05000359,340.1679487179487
E05000360,342.87152777777777
E05000361,331.0604477611941
E05000362,315.8119266055046
E05000363,367.02962962962965
E05000364,318.48854961832063
E05000365,343.6392857142857
E05000366,320.4018018018018
E05000367,324.1555555555556
E05000368,311.99134615384617
E05000369,310.41958041958037
E05000370,300.6125
E05000371,309.8406504065041
E05000372,343.0347826086956
E05000373,322.6128048780488
E05000374,315.80504201680674
E05000375,312.1593220338983
E05000376,334.5345238095238
E05000377,329.6050314465409
E05000378,328.53239436619725
E05000379,331.07076923076926
E05000380,302.41538461538465
E05000381,325.5853211009174
E05000382,356.96666666666664
E05000383,355.6
E05000384,291.1
E05000385,311.09900990099004
E05000386,344.08235294117645
E05000387,311.65865384615375
E05000388,359.2344827586207
E05000389,314.427027027027
E05000390,337.78888888888883
E05000391,365.35593220338984
E05000392,323.0333333333333
E05000393,330.34999999999997
E05000394,385.57142857142856
E05000395,376.825
E05000396,342.25
E05000397,366.15999999999997
E05000398,330.48089887640447
E05000399,344.5
E05000400,353.31044776119404
E05000401,342.6675324675325
E05000402,372.30442477876113
E05000403,367.5393617021276
E05000404,307.125
E05000405,321.3278195488722
E05000406,339.7795081967213
E05000407,367.0220930232558
E05000408,324.7617283950617
E05000409,308.36279069767437
E05000410,347.0412698412698
E05000411,354.97362637362636
E05000412,336.4026666666667
E05000413,361.64787234042547
E05000414,337.52521008403363
E05000415,378.93980582524273
E05000416,324.834693877551
E05000417,312.478431372549
E05000418,296.1657894736842
E05000419,311.4953125
E05000420,305.59615384615387
E05000421,313.00105820105824
E05000422,314.2944881889764
E05000423,324.49426229508197
E05000424,322.1412162162162
E05000425,308.9
E05000426,321.50309278350517
E05000427,333.520792079208
E05000428,341.06875
E05000429,313.66721311475413
E05000430,316.49568965517244
E05000431,327.6622377622378
E05000432,310.97232142857143
E05000433,319.16902173913047
E05000434,304.7932584269663
E05000435,291.9833333333333
E05000436,317.2514925373135
E05000437,294.5421875
E05000438,295.5715053763441
E05000439,311.9791304347826
E05000440,311.4160427807487
E05000441,314.3884955752213
E05000442,290.46723163841807
E05000443,305.2361111111111
E05000444,333.01
E05000445,308.20212765957444
E05000446,319.495867768595
E05000447,334.2216494845361
E05000448,303.43458646616546
E05000449,299.00640000000004
E05000450,313.5038461538461
E05000451,300.7135714285714
E05000452,308.166
E05000453,312.8092024539877
E05000454,302.2232227488152
E05000455,332.4018691588785
E05000456,364.1669902912621
E05000457,335.3820895522388
E05000458,296.0496732026144
E05000459,391.603125
E05000460,315.5824
E05000461,332.8779069767442
E05000462,372.340625
E05000463,301.1450819672131
E05000464,319.2923076923077
E05000465,334.6595238095238
E05000466,380.66999999999996
E05000467,312.97160493827164
E05000468,312.6198347107438
E05000469,341.0297297297298
E05000470,329.55000000000007
E05000471,342.7133333333333
E05000472,388.675
E05000473,363.3811320754717
E05000474,340.4986666666666
E05000475,305.8
E05000476,325.20957446808507
E05000477,306.0559322033898
E05000478,299.0376963350785
E05000479,299.1942408376963
E05000480,310.5708860759494
E05000481,323.15868263473055
E05000482,311.5045643153527
E05000483,330.62897727272735
E05000484,315.8967532467533
E05000485,316.2885869565218
E05000486,320.9536912751677
E05000487,314.6870192307692
E05000488,328.8079787234043
E05000489,318.8994594594595
E05000490,313.9185393258427
E05000491,305.5415178571429
E05000492,308.87416666666667
E05000493,302.51275510204084
E05000494,307.5491017964072
E05000495,339.97853403141363
E05000496,357.15259259259255
E05000497,322.74275362318843
E05000498,328.64170854271356
E05000499,343.69935897435903
E05000500,372.22966507177034
E05000501,330.4644578313253
E05000502,355.088275862069
E05000503,324.25857142857143
E05000504,332.959880239521
E05000505,318.71202531645577
E05000506,304.6393939393939
E05000507,339.7470588235294
E05000508,338.61185567010307
E05000509,369.77763157894736
E05000510,347.62478991596635
E05000511,330.1154545454546
E05000512,332.24476744186046
E05000513,370.8500000000001
E05000514,341.01231884057967
E05000515,343.9020408163265
E05000516,327.7827160493827
E05000517,396.2131578947368
E05000518,373.65833333333336
E05000519,337.5187878787879
E05000520,342.7931034482759
E05000521,310.3510869565217
E05000522,374.44805194805195
E05000523,324.38898305084746
E05000524,362.7915492957746
E05000525,341.79189189189185
E05000526,359.55894736842106
E05000527,369.29249999999996
E05000528,361.4245614035088
E05000529,375.63157894736844
E05000530,378.2073529411765
E05000531,366.0779411764706
E05000532,333.87699115044245
E05000533,341.01666666666665
E05000534,315.9298387096774
E05000535,304.3804195804196
E05000536,312.8394366197183
E05000537,318.2711111111111
E05000538,324.0428571428571
E05000539,333.6666666666667
E05000540,319.5195402298851
E05000541,319.8929133858268
E05000542,322.12896174863386
E05000543,314.2777108433735
E05000544,319.97040000000004
E05000545,325.3381818181818
E05000546,320.98911917098445
E05000547,330.4277227722772
E05000548,298.4731034482759
E05000549,312.3794326241134
E05000550,310.22499999999997
E05000551,325.406
E05000552,319.0392523364486
E05000553,308.68550724637674
E05000554,356.8764705882353
E05000555,340.68910256410254
E05000556,320.171974522293
E05000557,369.4752380952381
E05000558,360.29823008849553
E05000559,359.5691056910569
E05000560,363.9583333333333
E05000561,357.1032258064516
E05000562,311.3359756097561
E05000563,351.0649681528662
E05000564,313.53956043956043
E05000565,344.4742424242424
E05000566,337.717037037037
E05000567,352.0459627329193
E05000568,331.99781021897815
E05000569,349.21351351351353
E05000570,377.35
E05000571,306.0933823529412
E05000572,336.25785123966944
E05000573,322.94178082191786
E05000574,308.91803278688525
E05000575,305.3420233463035
E05000576,294.79262295081963
E05000577,323.12211538461537
E05000578,310.3418269230769
E05000579,290.34126213592236
E05000580,309.4087719298245
E05000581,334.4534722222222
E05000582,319.5439024390244
E05000583,312.9965648854962
E05000584,324.7758793969849
E05000585,324.4409836065574
E05000586,320.00115384615384
E05000587,338.3826923076923
E05000588,321.2176470588235
E05000589,324.46914893617026
E05000590,311.71804511278197
E05000591,311.6899082568807
E05000592,321.6454545454546
E05000593,332.16481481481486
E05000594,341.823870967742
E05000595,307.2223076923077
E05000596,305.77849462365594
E05000597,321.86012658227844
E05000598,325.6851351351351
E05000599,328.4623931623932
E05000600,307.0747252747253
E05000601,321.1685185185185
E05000602,311.89915966386553
E05000603,313.41971830985915
E05000604,294.5675977653632
E05000605,316.6333333333333
E05000606,300.903821656051
E05000607,318.52060606060604
E05000608,317.5142857142857
E05000609,330.6602739726027
E05000610,348.1929411764706
E05000611,347.62835820895526
E05000612,325.9819354838709
E05000613,316.0660550458715
E05000614,339.78823529411767
E05000615,339.7146892655367
E05000616,329.42549019607844
E05000617,319.23161512027497
E05000618,317.82643678160923
E05000619,341.88088235294117
E05000620,314.68969696969697
E05000621,297.2225490196078
E05000622,313.27000000000004
E05000623,323.8282051282051
E05000624,338.0913043478261
E05000625,344.94310344827585
E05000626,322.4422764227642
E05000627,340.5347826086956
E05000628,308.89432624113476
E05000629,328.32567567567565
E05000630,329.06052631578945
E05000631,344.1022222222222
E05000632,358.47058823529414
E05000633,343.50309278350517
E05000634,318.43774834437085
E05000635,332.9747252747253
E05000636,335.5081081081081
E05000637,340.6666666666667
E05000638,348.97441860465113
E05000639,303.9354838709678
E05000640,323.33706896551723
E05000641,390.1789473684211
E05000642,314.94722222222225
E05000643,296.6185185185185
E05000644,352.83947368421053
E05000645,368.0
E05000646,326.35862068965514
E05000647,310.16363636363633
E05000648,338.5621848739496
E05000649,363.12800000000004
E12000007,323.7
E92000001,310.4
K04000001,
